Longitude,Latitude,class
109.1132821,23.76910801,10
109.114899,23.76874868,10
109.1149889,23.76874868,10
109.114899,23.76865885,10
109.1149889,23.76865885,10
109.1089702,23.76578424,10
109.10906,23.76578424,10
109.1125634,23.76578424,10
109.1088803,23.76569441,10
109.1089702,23.76569441,10
109.10906,23.76569441,10
109.1094193,23.76569441,10
109.1125634,23.76569441,10
109.1088803,23.76560458,10
109.1089702,23.76560458,10
109.10906,23.76560458,10
109.1088803,23.76551475,10
109.1089702,23.76551475,10
109.10906,23.76551475,10
109.108521,23.76497576,10
109.1087007,23.76479609,10
109.1087007,23.76470626,10
108.8927457,23.76389778,10
108.8928355,23.76389778,10
109.1152584,23.75931637,10
109.1153482,23.75931637,10
109.110138,23.75922654,10
109.114899,23.75922654,10
109.1149889,23.75922654,10
109.1150787,23.75922654,10
109.1151685,23.75922654,10
109.1152584,23.75922654,10
109.1153482,23.75922654,10
109.115438,23.75922654,10
109.110138,23.75913671,10
109.114899,23.75913671,10
109.1149889,23.75913671,10
109.1150787,23.75913671,10
109.1151685,23.75913671,10
109.1152584,23.75913671,10
109.1153482,23.75913671,10
109.115438,23.75913671,10
109.1150787,23.75904688,10
109.1151685,23.75904688,10
109.1152584,23.75904688,10
109.1153482,23.75904688,10
109.115438,23.75904688,10
109.1152584,23.75895704,10
109.1153482,23.75895704,10
109.115438,23.75895704,10
109.1152584,23.75886721,10
109.1153482,23.75886721,10
109.115438,23.75886721,10
109.364451,23.75698075,10
109.364451,23.75689092,10
109.364451,23.75680109,10
109.364451,23.75671126,10
109.364451,23.75662143,10
108.8902304,23.75365698,10
108.8901406,23.75356715,10
108.8904999,23.75356715,10
108.8905897,23.75356715,10
108.894722,23.75356715,10
108.8948118,23.75356715,10
108.8949016,23.75356715,10
108.8949915,23.75356715,10
108.8950813,23.75356715,10
108.8901406,23.75347732,10
108.8904999,23.75347732,10
108.8905897,23.75347732,10
108.8906796,23.75347732,10
108.894722,23.75347732,10
108.8948118,23.75347732,10
108.8949016,23.75347732,10
108.8949915,23.75347732,10
108.8950813,23.75347732,10
109.0837275,23.75347732,10
109.0838173,23.75347732,10
109.0839072,23.75347732,10
109.0837275,23.75338749,10
109.0838173,23.75338749,10
109.0839072,23.75338749,10
109.0837275,23.75329766,10
109.0838173,23.75329766,10
109.0839072,23.75329766,10
109.0835478,23.75302816,10
108.8913084,23.75150103,10
109.4752133,23.74808743,10
109.0828292,23.7477281,10
109.4811422,23.74548232,10
109.4845558,23.74332636,10
109.4845558,23.74323653,10
108.7172149,23.73613984,10
108.7173047,23.73613984,10
108.7172149,23.73605,10
108.7173047,23.73605,10
108.7173945,23.73605,10
108.7174844,23.73605,10
108.7172149,23.73596017,10
108.7173047,23.73596017,10
108.7173945,23.73596017,10
108.7174844,23.73596017,10
108.7175742,23.73596017,10
108.7173945,23.73587034,10
108.7174844,23.73587034,10
108.7173945,23.73578051,10
108.7174844,23.73578051,10
108.7173945,23.73569068,10
108.7162267,23.73515169,10
108.7210776,23.72527022,10
108.7209878,23.72518039,10
108.7210776,23.72518039,10
108.7263777,23.7197905,10
108.7264675,23.7197905,10
108.7263777,23.71970067,10
108.7279947,23.71520909,10
108.7280845,23.71520909,10
108.7279947,23.71511926,10
108.7280845,23.71511926,10
108.7281743,23.71511926,10
108.7282641,23.71511926,10
108.7280845,23.71502943,10
108.7281743,23.71502943,10
108.7282641,23.71502943,10
109.3424423,23.71251414,10
108.961916,23.70613611,10
108.9620058,23.70613611,10
108.8677725,23.70272251,10
108.9849128,23.69859026,10
108.9850027,23.69859026,10
108.8617538,23.69751228,10
108.8617538,23.69742245,10
108.9863501,23.69715295,10
108.98644,23.69715295,10
108.9862603,23.69706312,10
108.9863501,23.69706312,10
108.98644,23.69706312,10
108.9861705,23.69697329,10
108.9862603,23.69697329,10
108.9863501,23.69697329,10
108.98644,23.69697329,10
108.98644,23.69688346,10
108.985362,23.6967038,10
108.9854518,23.6967038,10
108.985362,23.69661396,10
108.9854518,23.69661396,10
108.9855416,23.69661396,10
108.9856315,23.69661396,10
108.9857213,23.69661396,10
108.985362,23.69652413,10
108.9854518,23.69652413,10
108.9855416,23.69652413,10
108.9856315,23.69652413,10
108.9857213,23.69652413,10
108.985362,23.6964343,10
108.9854518,23.6964343,10
108.9855416,23.6964343,10
108.9856315,23.6964343,10
108.9857213,23.6964343,10
108.9858111,23.6964343,10
108.985901,23.6964343,10
108.985362,23.69634447,10
108.9854518,23.69634447,10
108.9855416,23.69634447,10
108.9856315,23.69634447,10
108.9857213,23.69634447,10
108.9858111,23.69634447,10
108.985901,23.69634447,10
108.985362,23.69625464,10
108.9854518,23.69625464,10
108.9855416,23.69625464,10
108.9856315,23.69625464,10
108.9857213,23.69625464,10
108.9858111,23.69625464,10
108.985901,23.69625464,10
108.9851823,23.69616481,10
108.9852722,23.69616481,10
108.985362,23.69616481,10
108.9854518,23.69616481,10
108.9858111,23.69616481,10
108.985901,23.69616481,10
108.9859908,23.69616481,10
108.9860806,23.69616481,10
108.9861705,23.69616481,10
108.9862603,23.69616481,10
108.9863501,23.69616481,10
108.98644,23.69616481,10
108.9852722,23.69607497,10
108.9858111,23.69607497,10
108.985901,23.69607497,10
108.9859908,23.69607497,10
108.9860806,23.69607497,10
108.9861705,23.69607497,10
108.9862603,23.69607497,10
108.9863501,23.69607497,10
108.98644,23.69607497,10
108.9664974,23.69553599,10
108.9855416,23.69553599,10
108.9664974,23.69544615,10
108.9664974,23.69535632,10
108.9664974,23.69526649,10
108.9681143,23.69418851,10
108.9682042,23.69418851,10
108.9758398,23.69382919,10
108.9759297,23.69382919,10
108.9777263,23.69382919,10
108.9758398,23.69373936,10
108.9759297,23.69373936,10
108.9777263,23.69373936,10
108.9851823,23.69373936,10
108.985362,23.69364952,10
108.985362,23.69355969,10
108.985362,23.69346986,10
108.9797026,23.69311053,10
108.9700906,23.6930207,10
108.9701805,23.6930207,10
108.9702703,23.6930207,10
108.9797026,23.6930207,10
108.9749415,23.69257155,10
108.9748517,23.69248171,10
108.9749415,23.69248171,10
108.9748517,23.69194272,10
108.974672,23.69167323,10
108.9747619,23.69167323,10
108.9696415,23.6915834,10
108.9697313,23.6915834,10
108.974672,23.6915834,10
108.9747619,23.6915834,10
108.9690126,23.69149357,10
108.9696415,23.69149357,10
108.9697313,23.69149357,10
108.974672,23.69149357,10
108.9747619,23.69149357,10
108.9690126,23.69140374,10
108.9691025,23.69140374,10
108.974672,23.69140374,10
108.9747619,23.69140374,10
108.9748517,23.69140374,10
108.9749415,23.69140374,10
108.9750314,23.69140374,10
108.9690126,23.6913139,10
108.9854518,23.69104441,10
108.9855416,23.69104441,10
108.9857213,23.69086475,10
108.9858111,23.69086475,10
108.9692821,23.69077491,10
108.9713483,23.69077491,10
108.9858111,23.69077491,10
108.985901,23.69077491,10
108.9697313,23.69068508,10
108.9696415,23.69059525,10
108.9697313,23.69059525,10
108.9695516,23.69050542,10
108.9696415,23.69050542,10
108.9697313,23.69050542,10
108.9695516,23.69041559,10
108.9696415,23.69041559,10
108.9697313,23.69041559,10
108.9695516,23.69032576,10
108.9696415,23.69032576,10
108.9697313,23.69032576,10
108.9703601,23.69032576,10
108.97045,23.69032576,10
108.9695516,23.69023593,10
108.9696415,23.69023593,10
108.9697313,23.69023593,10
108.9695516,23.69014609,10
108.9754805,23.68996643,10
108.9755703,23.68996643,10
108.9754805,23.6898766,10
108.9754805,23.68978677,10
108.98644,23.68978677,10
108.98644,23.68969694,10
108.9748517,23.68951727,10
108.9749415,23.68951727,10
108.9750314,23.68951727,10
108.9772771,23.68951727,10
108.9748517,23.68942744,10
108.9749415,23.68942744,10
108.9750314,23.68942744,10
108.9771873,23.68942744,10
108.9480819,23.68385789,10
108.9480819,23.68376806,10
108.9478124,23.68349856,10
108.9606583,23.67541372,10
108.9607481,23.67541372,10
108.9616465,23.6730781,10
108.9617363,23.6730781,10
108.9616465,23.67298827,10
108.9611973,23.67280861,10
108.9612871,23.67280861,10
108.961377,23.67280861,10
108.9611973,23.67271878,10
108.9617363,23.67271878,10
108.9611973,23.67262895,10
108.9611973,23.67253911,10
108.9611973,23.67244928,10
108.7211675,23.67173063,10
108.7211675,23.6716408,10
108.7212573,23.6716408,10
108.7213471,23.6716408,10
108.721437,23.6716408,10
108.7215268,23.67155097,10
108.7216166,23.67155097,10
108.7217064,23.67155097,10
108.7217963,23.67155097,10
108.7217963,23.67146114,10
108.9618261,23.67128147,10
108.9618261,23.67119164,10
108.7279947,23.67038316,10
108.9565261,23.67011366,10
108.9566159,23.67011366,10
108.9567057,23.67011366,10
108.9567956,23.67011366,10
108.9568854,23.67011366,10
108.9569752,23.67011366,10
108.9570651,23.67011366,10
108.9567057,23.67002383,10
108.9567956,23.67002383,10
108.9568854,23.67002383,10
108.9569752,23.67002383,10
108.9570651,23.67002383,10
108.9567956,23.669934,10
108.9567956,23.66984417,10
108.9567956,23.66975434,10
108.9567956,23.66966451,10
108.7303303,23.66840686,10
108.7303303,23.66831703,10
108.9206833,23.66364579,10
108.9611973,23.66256781,10
108.9612871,23.66256781,10
108.9611973,23.66247798,10
108.9612871,23.66247798,10
109.1077125,23.66247798,10
109.1078024,23.66247798,10
108.9610176,23.66238815,10
108.9611075,23.66238815,10
109.1077125,23.66238815,10
109.1078024,23.66238815,10
108.9610176,23.66229832,10
108.9611075,23.66229832,10
109.1078024,23.66229832,10
108.960838,23.66220849,10
108.9609278,23.66220849,10
108.9610176,23.66220849,10
108.9611075,23.66220849,10
108.960838,23.66211866,10
108.9609278,23.66211866,10
108.9610176,23.66211866,10
108.9611075,23.66211866,10
108.960838,23.66202883,10
108.9609278,23.66202883,10
108.9610176,23.66202883,10
108.960838,23.66193899,10
108.9609278,23.66193899,10
108.9610176,23.66193899,10
108.960838,23.66184916,10
108.9609278,23.66184916,10
108.9610176,23.66184916,10
108.9607481,23.66175933,10
108.960838,23.66175933,10
108.9609278,23.66175933,10
108.9610176,23.66175933,10
108.9611075,23.66175933,10
108.9296664,23.6614,10
108.9296664,23.66131017,10
108.9314631,23.65969321,10
108.9315529,23.65969321,10
108.959221,23.65897455,10
108.9221206,23.6582559,10
108.9221206,23.65816607,10
108.9634431,23.65789658,10
109.1059159,23.65753725,10
108.9706296,23.65699826,10
108.9702703,23.65690843,10
108.9703601,23.65690843,10
108.97045,23.65690843,10
108.9705398,23.65690843,10
108.9702703,23.6568186,10
108.9703601,23.6568186,10
108.97045,23.6568186,10
108.9702703,23.65627961,10
108.9702703,23.65618978,10
108.9703601,23.65618978,10
108.97045,23.65618978,10
108.9732347,23.65475247,10
108.9732347,23.65466264,10
108.9611075,23.65412365,10
108.9611973,23.65412365,10
108.9612871,23.65412365,10
108.9611973,23.65403382,10
108.9612871,23.65403382,10
108.9611973,23.65394399,10
108.9612871,23.65394399,10
108.9611973,23.65385416,10
108.9612871,23.65385416,10
108.9643414,23.65322534,10
108.9620956,23.65304567,10
108.9611075,23.65286601,10
108.9611075,23.65277618,10
108.9612871,23.65268635,10
108.9612871,23.65259652,10
108.9612871,23.65250668,10
108.951765,23.6516982,10
108.9518548,23.6516982,10
108.9519447,23.6516982,10
108.9520345,23.6516982,10
108.9521243,23.6516982,10
108.9522142,23.6516982,10
108.951765,23.65160837,10
108.9518548,23.65160837,10
108.9519447,23.65160837,10
108.9520345,23.65160837,10
108.9521243,23.65160837,10
108.9522142,23.65160837,10
108.952304,23.65160837,10
108.9520345,23.65151854,10
108.9521243,23.65151854,10
108.9522142,23.65151854,10
108.952304,23.65151854,10
108.9520345,23.65142871,10
108.9521243,23.65142871,10
108.9522142,23.65142871,10
108.9521243,23.65133887,10
108.9522142,23.65133887,10
108.9590413,23.64765578,10
108.9591312,23.64765578,10
108.8351637,23.64702696,10
108.977906,23.64424218,10
108.9585024,23.64415235,10
108.977906,23.64415235,10
108.9585024,23.64406252,10
108.977906,23.64406252,10
108.9585024,23.64397269,10
108.9585922,23.64397269,10
108.958682,23.64388286,10
108.958682,23.64379303,10
108.966677,23.64325404,10
108.9667669,23.6431642,10
108.9668567,23.6431642,10
108.9669465,23.6431642,10
109.1440045,23.62582672,10
109.1440943,23.62582672,10
109.1440943,23.62573689,10
109.1441841,23.62573689,10
108.6582854,23.60884856,10
108.6583752,23.60884856,10
108.6584651,23.60884856,10
108.6582854,23.60875873,10
108.6583752,23.60875873,10
108.6584651,23.60875873,10
109.0976514,23.59160091,10
109.291957,23.58082112,10
109.2920468,23.58082112,10
109.2918672,23.58073129,10
109.291957,23.58073129,10
109.2920468,23.58073129,10
109.2916875,23.57336511,10
109.2916875,23.57327528,10
109.3248353,23.57210747,10
109.3248353,23.57201763,10
109.3245658,23.5719278,10
109.3246557,23.5719278,10
109.3247455,23.5719278,10
109.3173793,23.57183797,10
109.3174691,23.57183797,10
109.3246557,23.57183797,10
109.3173793,23.57174814,10
109.3174691,23.57174814,10
109.3171997,23.57165831,10
109.3172895,23.57165831,10
109.3173793,23.57165831,10
109.3174691,23.57165831,10
109.317559,23.57165831,10
109.3171098,23.57156848,10
109.3171997,23.57156848,10
109.3172895,23.57156848,10
109.3173793,23.57156848,10
109.3174691,23.57156848,10
109.317559,23.57156848,10
109.3176488,23.57156848,10
109.3242963,23.57156848,10
109.3243862,23.57156848,10
109.324476,23.57156848,10
109.3245658,23.57156848,10
109.3171997,23.57147864,10
109.3172895,23.57147864,10
109.324476,23.57147864,10
109.3245658,23.57147864,10
109.1882914,23.56950235,10
109.3219607,23.5685142,10
109.3219607,23.56842437,10
109.3040842,23.56186667,10
109.3041741,23.56177684,10
109.3042639,23.56177684,10
109.3043537,23.56177684,10
108.874959,23.54964958,10
108.874959,23.54955975,10
108.874959,23.54946992,10
108.8750489,23.54946992,10
108.8751387,23.54946992,10
108.8752285,23.54946992,10
108.874959,23.54938009,10
108.9213121,23.54578683,10
108.9214019,23.54578683,10
108.9213121,23.545697,10
108.9214019,23.545697,10
108.9213121,23.54560716,10
108.9187968,23.5403071,10
108.9188867,23.5403071,10
108.9187968,23.54021727,10
108.9188867,23.54021727,10
108.9189765,23.54021727,10
108.9111611,23.53940879,10
108.9108018,23.53931896,10
108.9108916,23.53931896,10
108.9108018,23.53922913,10
108.9108916,23.53922913,10
108.9033458,23.53671384,10
108.9037051,23.53599519,10
108.9241867,23.53276126,10
108.9240071,23.53240193,10
108.9240969,23.53240193,10
108.9240071,23.5323121,10
108.9240969,23.5323121,10
108.9240071,23.53222227,10
108.9240969,23.53222227,10
108.9241867,23.53222227,10
108.903256,23.53123412,10
108.903256,23.53114429,10
108.903256,23.53105446,10
108.903256,23.53096463,10
108.9030763,23.53087479,10
108.9030763,23.53078496,10
108.9040645,23.53051547,10
108.9041543,23.53051547,10
108.9042441,23.53051547,10
108.9040645,23.53042564,10
108.9041543,23.53042564,10
108.9042441,23.53042564,10
108.9040645,23.5303358,10
108.9041543,23.5303358,10
108.9042441,23.5303358,10
108.9040645,23.53024597,10
108.9041543,23.53024597,10
108.9042441,23.53024597,10
108.902717,23.53015614,10
108.9028068,23.53015614,10
108.9028966,23.53015614,10
108.9029865,23.53015614,10
108.9040645,23.53015614,10
108.9041543,23.53015614,10
108.9042441,23.53015614,10
108.902717,23.53006631,10
108.9028068,23.53006631,10
108.9038848,23.53006631,10
108.9039746,23.53006631,10
108.9040645,23.53006631,10
108.9041543,23.53006631,10
108.9042441,23.53006631,10
108.9103527,23.52898833,10
108.9103527,23.5288985,10
109.6679019,23.52305945,10
108.9186172,23.51614242,10
108.9186172,23.51605259,10
108.918707,23.51605259,10
108.9184375,23.51596276,10
108.9185273,23.51596276,10
108.902717,23.51569327,10
108.9168205,23.51533394,10
108.9168205,23.51524411,10
108.9051424,23.51506445,10
108.9052323,23.51506445,10
109.6094216,23.51048304,10
109.6094216,23.51039321,10
109.0533645,23.50590163,10
109.0534543,23.50590163,10
109.0535441,23.50590163,10
109.0563289,23.50590163,10
109.0533645,23.5058118,10
109.0534543,23.5058118,10
109.0531848,23.50572197,10
109.0531848,23.50563213,10
109.0542628,23.50464399,10
109.0542628,23.50455416,10
109.0540831,23.50446432,10
109.0541729,23.50446432,10
109.0542628,23.50446432,10
109.0542628,23.50437449,10
109.0542628,23.50428466,10
109.0542628,23.50419483,10
109.0542628,23.504105,10
109.0541729,23.50401517,10
108.9161019,23.49691848,10
109.0504898,23.49575067,10
109.0504898,23.49566083,10
109.0504898,23.495571,10
109.0549814,23.49548117,10
109.0549814,23.49539134,10
109.0548916,23.49485235,10
107.8145877,23.48577937,10
107.8145877,23.48568954,10
107.8145877,23.4855997,10
108.9318224,23.48335392,10
108.9318224,23.48326408,10
108.9319122,23.48326408,10
108.9320021,23.48326408,10
108.9318224,23.48317425,10
108.9319122,23.48317425,10
108.9320021,23.48317425,10
108.9318224,23.48308442,10
108.9318224,23.48299459,10
108.9285885,23.47652672,10
108.9290376,23.47643689,10
108.9291274,23.47643689,10
108.92778,23.47598773,10
108.9278698,23.47598773,10
108.9279596,23.47598773,10
108.9278698,23.4758979,10
108.9279596,23.4758979,10
108.9266122,23.47481992,10
109.0446508,23.47481992,10
108.9260732,23.47464026,10
108.9273308,23.47464026,10
108.9274206,23.47464026,10
108.926163,23.47455043,10
108.9262528,23.47455043,10
108.9263427,23.47455043,10
108.9274206,23.47455043,10
108.9275105,23.47455043,10
108.9253545,23.47446059,10
108.9254444,23.47446059,10
108.9262528,23.47446059,10
108.9275105,23.47446059,10
108.9253545,23.47437076,10
108.9254444,23.47437076,10
108.9262528,23.47437076,10
108.9275105,23.47437076,10
108.9258037,23.47428093,10
108.9258935,23.47428093,10
108.9159222,23.47356228,10
108.8896914,23.4727538,10
108.8894219,23.47239447,10
108.8895117,23.47239447,10
108.8896016,23.47239447,10
108.9188867,23.47149615,10
108.9248155,23.47149615,10
108.9188867,23.47140632,10
108.924546,23.47140632,10
108.9246359,23.47140632,10
108.9247257,23.47140632,10
108.9248155,23.47140632,10
108.9253545,23.47131649,10
108.9253545,23.47122666,10
108.9253545,23.47113683,10
108.9253545,23.471047,10
108.9253545,23.47095716,10
108.9253545,23.47086733,10
108.9253545,23.4707775,10
108.8889728,23.47014868,10
108.8891524,23.47005885,10
108.8891524,23.46996902,10
109.0332422,23.46916053,10
108.9208629,23.46826222,10
108.9205036,23.46817239,10
108.920324,23.46808256,10
108.9204138,23.46808256,10
108.9205036,23.46808256,10
108.920324,23.46799272,10
108.9204138,23.46799272,10
108.9207731,23.46790289,10
108.9211324,23.46790289,10
108.9212223,23.46790289,10
108.9213121,23.46790289,10
108.9214019,23.46790289,10
108.9214918,23.46790289,10
108.9207731,23.46781306,10
108.9211324,23.46781306,10
108.9212223,23.46781306,10
108.9213121,23.46781306,10
108.9214019,23.46781306,10
108.9214918,23.46781306,10
108.9209528,23.46772323,10
108.9210426,23.46772323,10
108.920324,23.4676334,10
108.9204138,23.4676334,10
108.9205036,23.4676334,10
108.9209528,23.4676334,10
108.9235579,23.4676334,10
108.9236477,23.4676334,10
108.9235579,23.46754357,10
108.9236477,23.46754357,10
108.9236477,23.46745374,10
108.9218511,23.46709441,10
108.9199646,23.46628593,10
108.9200545,23.46628593,10
108.9201443,23.46628593,10
108.9200545,23.46619609,10
108.9201443,23.46619609,10
108.9201443,23.46610626,10
108.8923864,23.46601643,10
108.8924762,23.46601643,10
108.892566,23.46601643,10
108.892566,23.4659266,10
108.8926558,23.4659266,10
108.8927457,23.4659266,10
108.892566,23.46583677,10
108.8926558,23.46583677,10
108.8927457,23.46583677,10
108.8928355,23.46583677,10
108.9231087,23.46502828,10
108.9231986,23.46502828,10
108.9232884,23.46502828,10
108.9233782,23.46502828,10
108.9231087,23.46493845,10
108.9231986,23.46493845,10
108.9232884,23.46493845,10
108.9233782,23.46493845,10
108.9233782,23.46484862,10
108.9233782,23.46475879,10
108.9207731,23.46377064,10
108.9207731,23.46368081,10
108.9207731,23.46359098,10
108.9217613,23.46359098,10
108.9218511,23.46359098,10
108.9219409,23.46359098,10
108.9220308,23.46359098,10
108.9221206,23.46359098,10
108.9222104,23.46359098,10
108.9223003,23.46359098,10
108.9207731,23.46350115,10
108.9208629,23.46350115,10
108.9209528,23.46350115,10
108.9215816,23.46350115,10
108.9216714,23.46350115,10
108.9217613,23.46350115,10
108.9218511,23.46350115,10
108.9219409,23.46350115,10
108.9220308,23.46350115,10
108.9221206,23.46350115,10
108.9222104,23.46350115,10
108.9223003,23.46350115,10
108.9207731,23.46341132,10
108.9208629,23.46341132,10
108.9209528,23.46341132,10
108.9216714,23.46341132,10
108.9217613,23.46341132,10
108.9218511,23.46341132,10
108.9219409,23.46341132,10
108.9207731,23.46332148,10
108.9208629,23.46332148,10
108.9209528,23.46332148,10
108.9200545,23.46323165,10
108.9201443,23.46323165,10
108.9205935,23.46323165,10
108.9206833,23.46323165,10
108.9207731,23.46323165,10
108.9208629,23.46323165,10
108.9200545,23.46314182,10
108.9201443,23.46314182,10
108.9205935,23.46314182,10
108.9206833,23.46314182,10
108.9207731,23.46314182,10
108.9208629,23.46314182,10
108.9200545,23.46305199,10
108.9205036,23.46305199,10
108.9199646,23.46296216,10
108.9200545,23.46296216,10
108.9198748,23.46287233,10
108.9199646,23.46287233,10
108.9228392,23.46287233,10
108.9229291,23.46287233,10
108.9198748,23.4627825,10
108.9199646,23.4627825,10
108.9228392,23.4627825,10
108.9229291,23.4627825,10
108.9198748,23.46269266,10
108.9199646,23.46269266,10
108.9228392,23.46269266,10
108.9229291,23.46269266,10
108.9198748,23.46260283,10
108.9199646,23.46260283,10
108.9228392,23.46260283,10
108.9229291,23.46260283,10
108.9196951,23.46242317,10
108.919785,23.46242317,10
108.9196951,23.46233334,10
108.919785,23.46233334,10
108.9225697,23.46179435,10
108.9226596,23.46179435,10
108.9227494,23.46179435,10
108.9225697,23.46170452,10
108.9226596,23.46170452,10
108.9227494,23.46170452,10
108.9225697,23.46161469,10
108.9217613,23.4610757,10
108.891488,23.45882991,10
108.9259833,23.45856041,10
108.9260732,23.45856041,10
108.9259833,23.45847058,10
108.9260732,23.45847058,10
108.9218511,23.45838075,10
108.9259833,23.45838075,10
108.9260732,23.45838075,10
108.9220308,23.45829092,10
108.9221206,23.45829092,10
108.9222104,23.45829092,10
108.9680245,23.45829092,10
108.9223003,23.45820109,10
108.9417937,23.45820109,10
108.9078374,23.45811126,10
108.9418835,23.45811126,10
108.9419734,23.45811126,10
108.9420632,23.45811126,10
108.9223901,23.45802142,10
108.9418835,23.45802142,10
108.9419734,23.45802142,10
108.9420632,23.45802142,10
108.942153,23.45802142,10
108.9284986,23.45793159,10
108.9418835,23.45793159,10
108.9419734,23.45793159,10
108.9420632,23.45793159,10
108.942153,23.45793159,10
108.9226596,23.45784176,10
108.9232884,23.45784176,10
108.9233782,23.45784176,10
108.9234681,23.45784176,10
108.9284986,23.45784176,10
108.9387394,23.45784176,10
108.9388293,23.45784176,10
108.9420632,23.45784176,10
108.942153,23.45784176,10
108.9226596,23.45775193,10
108.9232884,23.45775193,10
108.9233782,23.45775193,10
108.9234681,23.45775193,10
108.9420632,23.45775193,10
108.942153,23.45775193,10
108.9422429,23.45775193,10
108.9226596,23.4576621,10
108.9420632,23.4576621,10
108.942153,23.4576621,10
108.9422429,23.4576621,10
108.9226596,23.45757227,10
108.9223003,23.45748244,10
108.9223901,23.45748244,10
108.9224799,23.45748244,10
108.9225697,23.45748244,10
108.9223003,23.4573926,10
108.9223901,23.4573926,10
108.9237376,23.4573926,10
108.9606583,23.4573926,10
108.9607481,23.4573926,10
108.9223003,23.45730277,10
108.9223901,23.45730277,10
108.9237376,23.45730277,10
108.9223003,23.45721294,10
